LOCODE,NAME,STATE
BP5,Bay Port,MI
BSL,Bay Saint Louis,MS
BSH,Bay Shore,NY
YIN,Bay Springs,MS
YEW,Bay View,WI
B8V,Bay Village,OH
BYD,Bayard,NE
BYJ,Bayard,WV
YFI,Bayfield,CO
BFI,Bayfield,WI
YBP,Bayonet Point,FL
BAY,Bayonne,NJ
BYU,Bayou la Batre,AL
VI9,Bayou Vista,LA
BPB,Bayport,MN
BPZ,Bayport,NY
BPX,Bayport,TX
B3Y,Bayside,NY
BY6,Bayside,TX
UYD,Bayside,WI
HPY,Baytown,TX
B3A,Bayview,CT
BQX,Bayville,NJ
YBV,Bayville,NY
8BY,Bayway,NJ
FZI,Bazine,KS
EAC,Beach,ND
BH7,Beach City,OH
EHX,Beach Haven,NJ
JWD,Beachwood,NJ
BEQ,Beachwood,OH
B4E,Beacon,IA
BCN,Beacon,NY
BEK,Beacon Falls,CT
BAH,Beacon Hills,NY
ZA4,Beale Air Force Base,CA
VAA,Bealeton,VA
IAZ,Beaman,IA
BAP,Bean City,FL
BST,Bean Station,TN
AGC,Bear,DE
BCC,Bear Creek,AK
BCR,Bear Creek,AL
IBK,Bear Creek,WI
UHY,Bear River City,UT
BJD,Bearden,AR
BEA,Beardstown,IL
BY4,Beasley,TX
BE6,Beatrice,AL
BIE,Beatrice,NE
BTY,Beatty,NV
BCQ,Beattystown,NJ
YVK,Beattyville,KY
BFO,Beaufort,NC
BFT,Beaufort,SC
BUO,Beaumont,CA
BPT,Beaumont,TX
WBQ,Beaver,AK
BV9,Beaver,OH
BVX,Beaver,OK
EER,Beaver,OR
BEB,Beaver,PA
8EQ,Beaver,UT
VBZ,Beaver,WV
VRC,Beaver City,NE
BC6,Beaver Creek,CO
BE7,Beaver Creek,OR
QBJ,Beaver Creek,OR
B9C,Beaver Crossing,NE
BD3,Beaver Dam,KY
BEV,Beaver Dam,OH
BVA,Beaver Dam,WI
BVF,Beaver Falls,NY
BFP,Beaver Falls,PA
BVD,Beaver Inlet,AK
BI2,Beaver Island,MI
VCR,Beavercreek,OH
BQ2,Beaverton,MI
BVW,Beaverton,OR
VRW,Beavertown,PA
VL8,Beaverville,IL
BEC,Beckemeyer,IL
BKO,Becker,MN
BKW,Beckley,WV
BD9,Bedford,IA
BFR,Bedford,IN
VBD,Bedford,KY
BED,Bedford,MA
BZF,Bedford,MI
DFR,Bedford,NH
BJF,Bedford,NY
XCA,Bedford,OH
XBZ,Bedford,PA
BOD,Bedford,TX
XBY,Bedford,VA
BDH,Bedford Heights,OH
BQQ,Bedford Hills,NY
BDP,Bedford Park,IL
BCD,Bedminster,NJ
DFT,Bedminster,PA
VXE,Bee Cave,TX
YEE,Beebe,AR
BBV,Beech Bottom,WV
EEH,Beech Creek,PA
BV7,Beech Glove,AR
GE3,Beech Grove,KY
BEE,Beech Island,SC
DBC,Beecher,IL
BEF,Beecher Falls,VT
QKH,Beekman,LA
BS4,Beersheba,TN
FBW,Beetown,WI
NIR,Beeville,TX
ZGG,Beggs,OK
BR3,Beirne,AR
BLX,Bel Air,MD
YYX,Bel Ridge,MO
BLB,Belair,CA
BEJ,Belcamp,MD
BT4,Belchertown,MA
BC7,Belcourt,ND
YBD,Belden,MS
IZP,Belden,PA
XCC,Belding,MI
BLN,Belen,NM
ESK,Belews Creek,NC
BA3,Belfair,WA
BEL,Belfast,ME
QBL,Belfast,TN
ELF,Belfield,ND
QBF,Belford,NJ
QFR,Belfry,KY
BGU,Belgium,WI
OBJ,Belgrade,MN
BGX,Belgrade,MT
BPV,Belhaven,NC
BQC,Bell,CA
QBB,Bell Buckle,TN
BLG,Bell Gardens,CA
KBE,Bell Island,AK
EIS,Bella Vista,AR
9BV,Bella Vista,CA
ACB,Bellaire,MI
BRE,Bellaire,TX
B44,Bellbrook,OH
JBE,Belle,MO
BLE,Belle,WV
B3E,Belle Center,OH
9BC,Belle Chase,LA
BCS,Belle Chasse,LA
FUO,Belle Fourche,SD
BCF,Belle Glade,FL
BE8,Belle Harbor,NY
BLJ,Belle Mead,NJ
EEM,Belle Mina,AL
BLP,Belle Plaine,IA
BP4,Belle Plaine,MN
BVN,Belle Vernon,PA
BGJ,Bellefontaine,MS
BFN,Bellefontaine,OH
XFD,Bellefontaine Neighbors,MO
ZBF,Bellefonte,PA
PSB,Bellefonte-Clearfield Apt,PA
BM2,Bellemont,AZ
ZUA,Bellerose,NY
EIW,Belleview,FL
BLV,Belleville,IL
IEQ,Belleville,KS
BLZ,Belleville,MI
UBU,Belleville,NJ
YXL,Belleville,NY
BLQ,Belleville,PA
BVK,Belleville,WI
KVU,Bellevue,IA
6BV,Bellevue,IL
XDE,Bellevue,KY
BEG,Bellevue,NE
XBX,Bellevue,OH
EVU,Bellevue,PA
BVE,Bellevue,WA
BFX,Bellflower,CA
B2F,Bellflower,IL
BJX,Bellingham,MA
BLI,Bellingham,WA
JBL,Bellington,WV
BWR,Bellmawr,NJ
TXL,Bellmead,TX
EZE,Bellmore,NY
BWF,Bellows Falls,VT
BPP,Bellport,NY
BJS,Bells,TN
BFV,Bellville,OH
BVB,Bellville,TX
VUE,Bellvue,CO
FBD,Bellwood,AL
UFA,Bellwood,IL
EWO,Bellwood,PA
BLM,Belmar,NJ
BMK,Belmond,IA
BVT,Belmont,CA
FQJ,Belmont,FL
BFM,Belmont,KS
JGT,Belmont,MA
BMJ,Belmont,MI
BMM,Belmont,MS
BMQ,Belmont,NC
BM8,Belmont,NH
BMT,Belmont,OH
ZBM,Belmont,PA
IQT,Belmont,TX
XXB,Belmont,WI
4BM,Belmont,WV
BT7,Beloit,IL
VBT,Beloit,KS
AFJ,Beloit,OH
BOT,Beloit,WI
BEP,Belpre,OH
BPL,Belton,KY
BZE,Belton,MO
YBT,Belton,SC
XCZ,Belton,TX
BES,Beltsville,MD
BVU,Beluga,AK
BVJ,Belvidere,IL
XBU,Belvidere,NJ
VDR,Belvidere,TN
BE3,Belvidere Center,VT
BEZ,Belzoni,MS
7BM,Bement,IL
BJI,Bemidji,MN
BS8,Bemis,TN
BEN,Bena,VA
BZO,Bend,OR
RDM,Bend-Redmond Apt,OR
NDT,Benedict,ND
BNJ,Bengies,MD
BNC,Benicia,CA
BTN,Bennettsville,SC
GGT,Bennington,NH
BGN,Bennington,VT
B5R,Bens Run,WV
BNM,Bensalem,PA
BNV,Bensenville,IL
BN6,Benson,AZ
QES,Benson,IL
BBB,Benson,MN
BNZ,Benson,NC
B77,Benson,VT
B37,Bent Mountain,VA
VYL,Bentleyville,PA
JJN,Benton,AL
BXN,Benton,AR
B4G,Benton,GA
BTQ,Benton,IL
NQT,Benton,KS
ZBO,Benton,KY
BN3,Benton,LA
BTZ,Benton,ME
BM5,Benton,MS
BT8,Benton,PA
BQO,Benton,TN
IJM,Benton City,WA
BEH,Benton Harbor,MI
BNT,Bentonville,AR
BW3,Benwood,WV
BN7,Benzonia,MI
OWW,Beowawe,NV
QCD,Berclair,TX
BEU,Berea,KY
EEA,Berea,OH
QKF,Beresford,SD
2BG,Bergen,NJ
RGB,Bergen,NY
BRF,Bergenfield,NJ
B5G,Berger,MO
BJG,Berger,TX
BRH,Bergholtz,NY
BHZ,Bergholz,OH
JBK,Berkeley,CA
BKK,Berkeley,IL
TXR,Berkeley,MO
BQU,Berkeley,RI
BHE,Berkeley Heights,NJ
K2L,Berkeley Lake,GA
BEI,Berkeley Springs,WV
ZKY,Berkley,MA
BKL,Berkley,MI
BIK,Berlin,CT
BR8,Berlin,KY
BCI,Berlin,MD
BML,Berlin,NH
XBT,Berlin,NJ
BRI,Berlin,NY
BR7,Berlin,PA
BRB,Berlin,WI
ZEI,Berlin Corners,VT
IIQ,Berlin Heights,OH
ZBE,"Berlin, Holmes",OH
BRC,Bern,KS
BEO,Bernalillo,NM
ERS,Bernardston,MA
BRV,Bernardsville,NJ
EXB,Berne,IN
EIE,Bernie,MO
OBV,Bernville,PA
B2R,Berrien Springs,MI
BY2,Berry,AL
AH8,Berry,KY
3BR,Berry Creek,CA
XGG,Berrysburg,PA
BEY,Berryton,KS
BVV,Berryville,AR
BYV,Berryville,VA
BVC,Berthoud,CO
XCY,Bertram,TX
RWK,Berwick,LA
BER,Berwick,ME
XDH,Berwick,PA
BWY,Berwyn,IL
BEW,Berwyn,PA
EYL,Beryl,UT
BMV,Bessemer,AL
IBM,Bessemer,MI
QBS,Bessemer,PA
AAD,Bessemer City,NC
7LP,Bessie,OK
BS5,Bessie,OK
6BT,Bethalto,IL
BTW,Bethany,CT
BTX,Bethany,IL
BHY,Bethany,MO
BHH,Bethany,OR
BBA,Bethany Beach,DE
AFX,Bethayres,PA
BET,Bethel,AK
BTJ,Bethel,CT
EQB,Bethel,ME
4BE,Bethel,MO
BZJ,Bethel,NY
TZH,Bethel,NY
BTG,Bethel,PA
XBV,Bethel,VT
BH6,Bethel Heights,AR
XTD,Bethel Island,CA
TKP,Bethel Park,PA
BHU,"Bethel, Clermont",OH
EEB,"Bethel, Pitt",NC
BNS,Bether Springs,TN
BZH,Bethesda,MD
ZA5,Bethlehem,CT
EHL,Bethlehem,GA
BE5,Bethlehem,KY
JHL,Bethlehem,NC
EHE,Bethlehem,NH
BEX,Bethlehem,PA
BPA,Bethpage,NY
BTE,Bethune,SC
BTD,Bettendorf,IA
BTT,Bettles,AK
QBT,Bettsville,OH
XUL,Beulah,ND
BCL,Beulaville,NC
BVY,Beverly,MA
XDF,Beverly,NJ
BVR,Beverly,OH
VBY,Beverly,WA
EVY,Beverly,WV
BVH,Beverly Hills,CA
YHL,Beverly Hills,FL
BH3,Beverly Hills,MI
BVG,Bevington,IA
IKM,Bickmore,WV
ICB,Bicknell,IN
BDJ,Biddeford,ME
BW2,Bidwell,OH
RBF,Big Bear,CA
BBL,Big Bear Lake,CA
BB4,Big Bend,TX
GYQ,Big Bend,WI
IXB,Big Cabin,OK
BIC,Big Creek,AK
GC8,Big Creek,WV
BIG,Big Delta,AK
AFP,Big Flats,NY
BH8,Big Horn,WY
XCD,Big Island,VA
BGQ,Big Lake,AK
BL4,Big Lake,MN
GQB,Big Lake,TX
BMX,Big Mountain,AK
BMO,Big Mountain,MN
BPY,Big Pine Key,FL
BPI,Big Piney,WY
BZR,Big Prairie,OH
WBR,Big Rapids,MI
BR6,Big Rock,VA
BSM,Big Sandy,MT
BIY,Big Sandy,TN
B5S,Big Sky,MT
HCA,Big Spring,TX
IGS,Big Stone,DE
GQJ,Big Stone City,SD
IHG,Big Stone Gap,VA
GSW,Big Sur,CA
2BT,Big Tree,NY
BWH,Bigelow,AR
IFK,Bigfork,AR
IGK,Bigfork,MT
BF4,Bigfork,MT
ISX,Biggs,CA
BIP,Biglerville,PA
BMS,Billerica,MA
BGS,Billings,MO
BIL,Billings,MT
BIX,Biloxi,MS
IQF,Binford,ND
XCF,Bingen,WA
AFM,Bingham,ME
YUU,Bingham Canyon,UT
GHF,Bingham Farms,MI
BH2,Binghampton,IL
BIO,Binghamton,NY
IGH,Binghamton,WI
BGM,Binghamton-Endicott-Johnson City Apt,NY
ZA6,Biola,CA
KBC,Birch Creek,AK
BI4,Birch Hills,NJ
ZZI,Birch Run,MI
BIR,Birchwood,AK
IWO,Birchwood,WI
XCG,Bird in Hand,PA
IUB,Bird Island,MN
BG6,Birds Landing,CA
BIB,Birdsboro,PA
BHM,Birmingham,AL
BIZ,Birmingham,MI
BIN,Birmingham,NJ
XY2,Birmingham,OH
BM9,Birmingham Road Estates,GA
RMT,Birmingport,AL
WO4,Birnamwood,WI
BI7,Birney,MT
BSQ,Bisbee,AZ
BDS,Biscoe,NC
BIH,Bishop,CA
YHP,Bishop,GA
BHX,Bishop,TX
B3V,Bishopville,MD
BIV,Bishopville,SC
B2S,Bismarck,AR
2BS,Bismarck,IL
BIS,Bismarck,ND
IWX,Biwabik,MN
BXY,Bixby,OK
BC5,Blachly,OR
ZA7,Black Canyon City,AZ
KAK,Black Creek,GA
BLC,Black Creek,WI
KDM,Black Diamond,WA
HWJ,Black Hawk,CO
BQM,Black Mountain,NC
LCV,Black River Falls,WI
AFG,Blackduck,MN
BLK,Blackfoot,ID
BK2,Blackhawk,SD
BL2,"Blackland, Rockwell",TX
BZZ,Blacklick,OH
BBH,Blacksburg,SC
BCB,Blacksburg,VA
XBG,Blackshear,GA
BS2,"Blackshear, Pierce",GA
VBK,Blackstock,SC
BKT,Blackstone,VA
JBI,Blackville,SC
2BL,Blackwell,AR
BWL,Blackwell,OK
BQW,Blackwood,NJ
8LY,Bladen,NE
BXO,Bladenboro,NC
BDZ,Bladensburg,MD
JIB,Blain,PA
QBE,Blaine,GA
BNE,Blaine,MN
VBI,Blaine,TN
BWS,Blaine,WA
BLA,Blaine,WI
BAJ,Blair,NE
BIW,Blair,SC
VBA,Blair,WI
BV6,Blairesville,GA
BSV,Blairs,VA
BXZ,Blairs,VA
BZ5,Blairsburg,IA
QWN,Blairstown,IA
B4L,Blairstown,NJ
IVL,Blairsville,GA
BSI,Blairsville,PA
BMU,Blakely,GA
BYW,Blakely Island,WA
FKE,Blakeslee,OH
BJZ,Blakeslee,PA
JBN,Blanca,CO
B8D,Blanchard,ID
AHQ,Blanchard,MI
BCX,Blanchester,OH
B5L,Blanco,TX
B2T,Blanconia,TX
BDQ,Bland,MO
BDC,Bland,VA
BDG,Blanding,UT
4BV,Blandinsville,IL
BDN,Blandon,PA
LJD,Blasdell,NY
BUY,Blauvelt,NY
LXW,Blawnox,PA
KYB,Blaze,KY
IBH,Bleiblerville,TX
BLS,Blissfield,MI
ISF,Blissfield,OH
BID,Block Island,RI
KHR,Blocker,OK
BZG,Blodgett Mills,NY
OGT,Blomkest,MN
OOM,Bloomer,WI
AAC,Bloomfield,CT
LMH,Bloomfield,IA
BMF,Bloomfield,IN
BF8,Bloomfield,KY
FQA,Bloomfield,MI
OFB,Bloomfield,MO
OFE,Bloomfield,NE
BMN,Bloomfield,NJ
B9F,Bloomfield,NM
BF7,Bloomfield,NY
OFH,Bloomfield Hills,MI
BPS,Blooming Prairie,MN
BMB,Bloomingburg,NY
BBU,Bloomingburg,OH
BMD,Bloomingdale,GA
OMI,Bloomingdale,IL
BGL,Bloomingdale,NJ
OGL,Bloomingdale,OH
B2M,Bloomington,
BQT,Bloomington,CA
B2L,Bloomington,IL
BMG,Bloomington,IN
BQI,Bloomington,MN
BMR,Bloomington,NY
BLO,Bloomington,TX
BMI,Bloomington-Normal Apt,IL
BSB,Bloomsburg,PA
BBQ,Bloomsbury,NJ
QXA,Bloomsdale,MO
URG,Blossburg,PA
BI8,Blount Island,FL
B7T,Blounts Creek,NC
UTW,Blountstown,FL
UTB,Blountsville,AL
OUI,Blountville,TN
BWK,Blowing Rock,NC
BQJ,Blue Anchor,NJ
XDC,Blue Ash,OH
BB5,Blue Ball,PA
QAL,Blue Ball,PA
BBX,Blue Bell,PA
BLU,Blue Canyon,CA
NUU,Blue Diamond,NV
LUF,Blue Earth,MN
BFB,Blue Fox Bay,AK
B8A,Blue Grass,IA
BCU,Blue Island,IL
BUL,Blue Lake,CA
5BM,Blue Mound,IL
KBM,Blue Mound,TX
2BM,Blue Mounds,WI
XCN,Blue Mountain,MS
BPD,Blue Rapids,KS
YBR,Blue Ridge,GA
UDG,Blue Ridge,VA
BJP,Blue Ridge Summit,PA
B9R,Blue River,WI
BZY,Blue Springs,MO
BPR,Blue Springs,MS
JBP,Blue Springs,NE
VBS,Bluefield,VA
AFL,Bluefield,WV
XDB,Bluff,UT
BIF,Bluff City,TN
BC2,Bluff Creek,LA
LFF,Bluffdale,UT
BJU,Bluffs,IL
BL9,Bluffton,GA
BFE,Bluffton,IN
BHK,Bluffton,OH
BFQ,Bluffton,SC
3BL,Blum,TX
BLH,Blythe,CA
BYH,Blytheville,AR
UBV,Blythewood,SC
BDM,Boardman,OH
BDA,Boardman,OR
OAZ,Boaz,AL
BCG,Boca Grande,FL
BCT,Boca Raton,FL
DHB,Bodega Bay,CA
BF3,Boeing Field Apt,WA
OEB,Boerne,TX
BXA,Bogalusa,LA
ZZB,Bogart,GA
BOG,Bogota,NJ
BC4,Bogue Chitto,MS
BOH,Bohemia,NY
IBW,Boiling Springs,NC
BPH,"Boiling Springs, Barnwell",SC
BOI,Boise,ID
BO7,Boise City,OK
BK5,Bokeelia,FL
B2G,Boligee,AL
B27,Bolinas,CA
BG4,Boling,TX
BNK,Bolingbrook,IL
ZXT,Bolington,VA
BOV,Bolivar,MO
VRR,Bolivar,OH
XCR,Bolivar,TN
BL8,Bolton,CT
BOL,Bolton,MA
OTX,Bolton,MS
UOT,Bolton,NC
ZBI,Bolton Landing,NY
ZA8,Bombay,NY
BOA,Bon Air,AL
OAQ,Bon Aqua,TN
ZJC,Bon Secour,AL
BWX,Bon Wier,TX
BG9,Bonaire,GA
BON,Bonanza,UT
YBJ,Bonaparte,IA
QBO,Bondsville,MA
BOU,Bonduel,WI
NDU,Bondurant,IA
JNI,Bondville,VT
BT6,Bonetraill,ND
BO3,Boneville,GA
YBG,Bongards,MN
BOZ,Bonger,TX
BOM,Bonham,TX
BPW,Bonhamtown,NJ
YBY,Bonifay,FL
BOP,Bonita Springs,FL
JBT,Bonne Terre,MO
BU7,Bonneau,SC
BN8,Bonner,MT
BSU,Bonner Springs,KS
BF6,Bonners Ferry,ID
GQZ,Bonney Lake,WA
QOO,Bono,AR
BPE,Bonsall,CA
BO2,Booker,TX
BNW,Boone,IA
XCP,Boone,NC
BOQ,Booneville,AR
BOO,Booneville,MS
B3O,Boonsboro,MD
BTB,Boonton,NJ
OXJ,Boonville,CA
BVQ,Boonville,IN
BVM,Boonville,MO
BVL,Boonville,NC
BO9,Boonville,NY
OBX,Boothbay,ME
OYH,Boothbay Harbor,ME
XDA,Boothwyn,PA
BDI,Borden,IN
BOJ,Bordentown,NJ
RGP,Borger,TX
BHG,Boring,OR
RLU,Bornite,AK
BJO,Boron,CA
BXS,Borrego Springs,CA
OSE,Boscawen,NH
BBE,Boscobel,WI
BL5,Bosler,WY
BQR,Bosque Farms,NM
BSR,Bossier City,LA
BX4,Bostic,NC
BZD,Boston,GA
TQN,Boston,KY
BOS,Boston,MA
YBS,Boston,NY
ZHN,Boston,PA
OWQ,Boston,TX
BSN,Boston,VA
BZS,Boswell,IN
PBS,Boswell,PA
BSW,Boswell Bay,AK
OTU,Botetourt,VA
YTH,Bothell,WA
BTK,Botkins,OH
BOF,Botsford,CT
B4O,Bottineau,ND
WBU,Boulder,CO
BLD,Boulder City,NV
UCB,Boulder Creek,CA
BBK,Bound Brook,NJ
BYA,Boundary,AK
BPF,Boundary,WA
BTF,Bountiful,UT
QRB,Bourbon,IN
B8N,Bourbon,MO
USA,Bourbonnais,IL
BOR,Bourg,LA
BO4,Bourne,MA
XUS,Bouse,AZ
BJ9,Bouton,IA
TUB,Boutte,LA
OVC,Bovina Center,NY
BOX,Bow,NH
BW9,Bow,WA
BC3,Bow Center,NH
LJG,Bowdoinham,ME
BGD,Bowdon,GA
BWN,Bowerston,OH
QBW,Bowersville,GA
AGF,Bowie,AZ
BQA,Bowie,MD
TXB,Bowie,TX
BOB,Bowler,WI
IEX,Bowling Green,FL
OWR,Bowling Green,IN
BWG,Bowling Green,KY
OWL,Bowling Green,MO
BWO,Bowling Green,OH
APH,Bowling Green,VA
OWM,Bowman,GA
BWM,Bowman,ND
QWM,Bowman,SC
BMW,Bowmanstown,PA
OQI,Bowmansville,NY
BWV,Bowmansville,PA
B2X,Box Elder,SD
BXP,Box Springs,CA
BXC,Boxborough,MA
OYC,Boyce,LA
ZBY,Boyce,VA
BYC,Boyceville,WI
TBY,Boyd,MT
B2Y,Boyd,TX
YDD,Boyd,WI
OYD,Boyden,IA
BY3,Boyers,PA
BOE,Boyertown,PA
KBY,Boykin,GA
YKS,Boykins,VA
OYL,Boyle,MS
XDK,Boyle Heights,CA
YBN,Boylston,MA
BYZ,Boyne City,MI
BIU,Boyne Falls,MI
BYB,Boynton Beach,FL
B4Y,Boys Town,NE
BZN,Bozeman,MT
OZH,Bozrah,CT
9BR,Braceville,IL
ECY,Bracey,VA
RG5,Brackenridge,OK
BX2,Brackenridge,PA
BUA,Bradbury,CA
BDD,Braddock,PA
OHG,Braddock Heights,MD
BBI,Bradenton,FL
RDT,Bradenton Beach,FL
SRQ,Bradenton-Sarasota Apt,FL
BJV,Bradevelt,NJ
BDO,Bradford,AR
BDF,Bradford,IL
ZQX,Bradford,MA
BFD,Bradford,PA
BQD,Bradford,RI
BD2,Bradford,VT
YBA,Bradley,AR
DYZ,Bradley,FL
BYL,Bradley,IL
B9Y,Bradley,WV
QBD,Bradley Beach,NJ
BHD,Bradner,OH
BRA,Bradwood,OR
RZY,Brady,MT
BBD,Brady,TX
6BW,Braidwood,IL
BQS,Brainards,NJ
BRD,Brainerd,MN
BTC,Braintree,MA
BWT,Braithwaite,LA
OB5,Braman,OK
BMP,Brampton,MI
ZA9,Branch,WI
BNU,Branchburg Park,NJ
AHI,Branchville,NJ
BHV,Branchville,SC
BNR,Brandenburg,KY
BXX,Brandon,FL
BRP,Brandon,MN
BHF,Brandon,MS
AFI,Brandon,SD
BR5,Brandon,VT
KBD,Brandon,WI
B9P,Brandonville,PA
QAQ,Brandsville,MO
BD7,Brandt,SD
BFH,Brandy Station,VA
XDL,Brandywine,MD
BFC,Branford,CT
BJ4,Branford,FL
PLK,Branson,MO
BZV,Branson West,MO
B3L,Brant Lake,NY
RNY,Brantley,AL
GBL,Braselton,GA
BA6,Brasstown,NC
BBR,Brattleboro,VT
BWC,Brawley,CA
XTB,Braxton,MS
BNP,Brayton Point,MA
BZA,Brazil,IN
BQ3,Brazilton,KS
BZT,Brazoria,TX
BQE,Brea,CA
BQZ,Breaks,VA
BXB,Breaux Bridge,LA
EKG,Breckenridge,CO
KRG,Breckenridge,MI
BYY,Breckenridge,MN
BKD,Breckenridge,TX
KDQ,Breckenridge Hills,MO
BKV,Brecksville,OH
BD6,Breda,IA
BG8,Breeding,KY
BXD,Breese,IL
ZWB,Breezewood,PA
BVI,Breinigsville,PA
REM,Bremen,AL
EEL,Bremen,GA
BXE,Bremen,IN
BEM,Bremen,OH
PWT,Bremerton,WA
BM6,Bremond,TX
XCO,Brenham,TX
BJN,Brent,AL
BXF,Brentwood,CA
BXG,Brentwood,MD
JBW,Brentwood,MO
RTW,Brentwood,NH
BQB,Brentwood,NY
BWE,Brentwood,TN
BW6,Bretton Woods,NH
BCV,Brevard,NC
BM4,Brevort,MI
BXH,Brewer,ME
B2W,Brewerton,NY
BCW,Brewster,MA
6BS,Brewster,MN
BWZ,Brewster,NY
BRR,Brewster,OH
BXI,Brewster,WA
BXJ,Brewton,AL
BXL,Brian,LA
B2H,Brian Head,UT
BFJ,Briarcliff Manor,NY
IYM,Bricelyn,MN
YBK,Brick,NJ
BIT,Bricktown,NJ
XCE,Bridesburg,PA
DIY,Bridge City,LA
IGY,Bridge City,TX
BJB,Bridgeburg,PA
BHC,Bridgehampton,NY
BXM,Bridgeport,AL
IEP,Bridgeport,CA
BP3,Bridgeport,CO
BDR,Bridgeport,CT
4BP,Bridgeport,IL
BPM,Bridgeport,MI
BGP,Bridgeport,NE
BPG,Bridgeport,NJ
BDB,Bridgeport,NY
XCS,Bridgeport,PA
DRB,Bridgeport,TX
XDJ,Bridgeport,WV
BIQ,Bridger,MT
BMZ,Bridgeton,MO
IDQ,Bridgeton,NC
BGY,Bridgeton,NJ
BJT,Bridgetown,MD
QVW,Bridgeview,IL
XZX,Bridgeville,DE
XCT,Bridgeville,PA
GWR,Bridgewater,CT
BJW,Bridgewater,MA
BDT,Bridgewater,ME
RWA,Bridgewater,MI
BQF,Bridgewater,NJ
BGW,Bridgewater,NY
B7S,Bridgewater,SD
BHR,Bridgewater,VA
IGW,Bridgewater,VT
IEU,Bridgewater Corners,VT
RDN,Bridgman,MI
BT3,Bridgton,ME
QRP,Bridport,VT
BQG,Brier,WA
ERH,Brier Hill,PA
BMC,Brigham City,UT
BGK,Brighton,CO
GXO,Brighton,IL
RGH,Brighton,MA
BHO,Brighton,MI
BN2,Brighton,MN
BG5,Brighton,MO
RHT,Brighton,TN
BTO,Brighton Heights,PA
BHW,Brightwood,OR
TJB,Brilliant,OH
XCJ,Brillion,WI
BRM,Brimfield,IL
BMY,Brimfield,IN
BF5,Brimfield,MA
BZX,Brimfield,OH
BJM,Brimley,MI
RIY,Brinkley,AR
B2N,Brinnon,WA
BSA,Brisbane,CA
BRT,Bristol,CO
BCO,Bristol,CT
BT5,Bristol,FL
QBX,Bristol,IL
BSX,Bristol,IN
IZO,Bristol,ME
IOB,Bristol,NH
UAC,Bristol,PA
BSE,Bristol,RI
BSO,Bristol,TN
BFS,Bristol,VA
BZL,Bristol,VT
BSJ,Bristol,WI
TRI,Bristol-Johnson City-Kingsport (Tri-Cities Regional) Apt,TN
P7D,Bristow,IA
YIW,Bristow,OK
VBW,Bristow,VA
DJT,Britt,IA
TTO,Britton,SD
BB8,Broad Brook,CT
FU8,Broad Run,VA
7BR,Broadlands,VA
BDX,Broadus,MT
BRJ,Broadview,IL
DVH,Broadview Heights,OH
BV2,"Broadview, Summit",OH
BW7,Broadway,NC
BPQ,Broadway,NJ
BDW,Broadway,VA
BPK,Brockport,NY
BK7,Brockport,PA
BKS,Brockton,MA
BKY,Brockway,PA
BWJ,Brockwell,AR
BD8,Brodhead,KY
BH4,Brodhead,WI
BXQ,Brodnax,VA
OUE,Brogue,PA
ZVH,Brokaw,WI
BWQ,Broken Arrow,OK
BBW,Broken Bow,NE
BB3,Broken Bow,OK
BM3,Bromley,KY
WO9,Bronson,IA
QTX,Bronson,MI
TSZ,Bronston,KY
OOO,Bronwood,GA
BRX,Bronx,NY
BNX,Bronxville,NY
NA6,Brook,IN
BPC,Brook Park,MN
BPO,Brook Park,OH
KFR,Brookfield,CO
BRK,Brookfield,CT
IKD,Brookfield,GA
IBF,Brookfield,IL
BKZ,Brookfield,MA
OFI,Brookfield,MO
BF2,Brookfield,NY
BFZ,Brookfield,OH
XCH,Brookfield,WI
BKN,Brookhaven,MS
ZBH,Brookhaven,NY
KHA,Brookhaven,PA
BOK,Brookings,OR
BKX,Brookings,SD
9BE,Brookland,AR
BE4,Brooklandville,MD
B8K,Brooklawn,NJ
OKT,Brooklet,GA
BKR,Brookley,AL
BL3,"Brooklin, Hancock",ME
BMA,Brookline,MA
BJK,Brookline,MO
UBT,Brookline,NH
BO8,Brookline Station,MO
BOC,Brooklyn,CT
OYN,Brooklyn,IA
OYK,Brooklyn,KY
BN5,Brooklyn,MD
BK8,Brooklyn,MI
VBJ,Brooklyn,MS
BKU,Brooklyn,OH
AFZ,Brooklyn,WI
XCX,Brooklyn Center,MN
BHS,Brooklyn Heights,OH
BJQ,Brooklyn Park,MD
BQP,Brooklyn Park,MN
BOY,Brooklyn/New York,NY
BN4,Brookneal,VA
8BR,Brookport,IL
3BK,Brooks,CA
AFR,Brooks,KY
B7K,Brooks,MN
BRS,Brooks,OR
BKF,Brooks Lake,AK
RBH,Brooks Lodge,AK
XDI,Brookshire,TX
KII,Brookston,IN
B5K,Brookston,TX
BKJ,Brooksville,FL
BKQ,Brooksville,IN
VJL,Brooksville,KY
KSL,Brooksville,MS
BV4,Brookville,IN
BV5,Brookville,NY
OOV,Brookville,OH
BVP,Brookville,PA
BWA,Brookwood,AL
XCM,Broomall,PA
BJC,Broomfield,CO
ZOB,Brooten,MN
BSY,"Broussard, Lafayette",LA
B2C,Brown City,MI
XCQ,Brown Deer,WI
BXU,Brownfield,TX
JBJ,Browns Mills,NJ
QXY,Browns Mills,NJ
XCL,Browns Summit,NC
QVY,Browns Valley,MN
B2O,Brownsboro,AL
BWB,Brownsburg,IN
5BR,Brownstown,IL
BXV,Brownstown,IN
BQN,Brownstown,MI
